Brand,Manufacturer,Type,Name,Serving Size,Calories,Total Fat,Sodium,Fiber,Sugar,Protein,Whole Grains,Ingredients,Allegrens,Nutrition Panle,Product Image
Kashi,Kashi,snack bars,"Kashi&#174; Layered Granola Bars, Dark Chocolate Coconut",1 Bar,120,3.5 g,50 mg,4 g,7 g,4 g,7 g,"Rolled Whole Grain Blend (Hard Red Wheat, Oats, Rye, Triticale, Barley), Dates, Chicory Root Fiber, Brown Rice Syrup, Vegetable Glycerin, Evaporated Cane Juice, Soy Protein Isolate, Chocolate Liquor, Coconut,  Soy Grits, Expeller Pressed Canola Oil, Walnuts, Unmodified Cornstarch, Evaporated Cane Juice Crystals, Yellow Corn Flour, Evaporated Cane Juice Invert Syrup, Rice Starch, Cocoa, Honey, Soy Lecithin, Natural Flavors, Oat Fiber, Evaporated Salt, Kashi Seven Whole Grains & Sesame Flour (Whole: Oats, Hard Red Wheat, Rye, Brown Rice, Triticale, Barley, Buckwheat, Sesame Seeds),  Peanut Flour, Whey Protein Isolate, Almond Flour.","Contains Wheat, Coconut, Soy, Walnut, Peanut, Milk And Almond Ingredients May Contain Other Tree Nuts.",/image/pim/mobile/510_NutritionLabel.jpg,/image/pim/desktop/510_PackShot.png
Kashi,Kashi,snack bars,"Kashi&#174; Chewy Granola Bars, Dark Mocha Almond",1 Bar,130,3.5 g,90 mg,4 g,6 g,6 g,12 g,"Rolled Whole Grain Blend (Hard Red Wheat, Oats, Rye, Triticale, Barley), Brown Rice Syrup, Roasted Salted Whole Almonds, Soy Protein Isolate, Dark Chocolate (Cane Syrup, Chocolate Liquor, Cocoa Butter, Soy Lecithin, Vanilla), Soy Grits, Dried Cane Syrup, Chicory Root Fiber, Cane Syrup, Cocoa, Corn Flour, Honey, Rice Starch, Expeller Pressed Canola Oil, Natural Coffee Extract, Vegetable Glycerin, Natural Flavors, Oat Fiber, Nonfat Milk, Kashi Seven Whole Grains & Sesame Flour (Whole: Oats, Hard Red Wheat, Rye, Brown Rice, Triticale, Barley, Buckwheat, Sesame Seeds), Evaporated Salt, Soy Lecithin, Peanut Flour","Contains Wheat, Almond, Soy, Milk And Peanut Ingredients.  May Contain Other Tree Nuts.",/image/pim/mobile/532_NutritionLabel.jpg,/image/pim/desktop/532_PackShot.png
Kashi,Kashi,snack bars,"Kashi&#174; Cereal Bars, Cherry Vanilla",1 Bar,120,3 g,100 mg,3 g,9 g,2 g,11 g,"Cherry Vanilla Filling (Pear Juice Concentrate, Evaporated Cane Juice, Tapioca Syrup, Apple Powder, Cherry Puree Concentrate, Vegetable Glycerin, Unmodified Cornstarch, Water, Vegetable Juice Concentrate [Red Beet, Carrot] For Color, Acacia Gum, Natural Flavor), Kashi Seven Whole Grain Flour (Whole: Oats, Hard Red  Wheat, Brown Rice,  Rye, Triticale, Barley, Buckwheat), Organic Whole Wheat Flour, Evaporated Cane Juice Syrup, Expeller Pressed Canola Oil, Organic Rolled Oats, Honey, Gum Arabic, Tapioca Syrup,  Vegetable Glycerin, Oat Fiber, Leavening (Sodium Acid Pyrophosphate, Baking Soda), Soy Lecithin, Vanilla Extract, Vanilla Beans, Xanthan Gum.","Contains Wheat And Soy Ingredients.",/image/pim/mobile/548_NutritionLabel.jpg,/image/pim/desktop/548_PackShot.png
Kashi,Kashi,snack bars,"Kashi&#174; Layered Granola Bars, Peanutty Dark Chocolate",1 Bar,130,4.5 g,80 mg,4 g,7 g,4 g,7 g,"Rolled Whole Grain Blend (Hard Red Wheat, Oats, Rye, Triticale, Barley), Dates, Roasted Peanuts (Peanuts, Salt), Chicory Root Fiber, Brown Rice Syrup, Vegetable Glycerin, Evaporated Cane Juice, Soy Protein Isolate, Chocolate Liquor, Expeller Pressed Canola Oil, Natural Peanut Butter (Peanuts, Palm Oil),  Soy Grits, Semi-Sweet Chocolate Chips (Organic Evaporated Cane Juice, Chocolate Liquor, Cocoa Butter, Soy Lecithin, Vanilla), Evaporated Cane Juice Crystals, Unmodified Cornstarch, Evaporated Cane Juice Invert Syrup, Honey, Yellow Corn Flour, Rice Starch, Cocoa, Soy Lecithin, Natural Flavors, Evaporated Salt, Oat Fiber, Kashi Seven Whole Grains & Sesame Flour (Whole: Oats, Hard Red Wheat, Rye, Brown Rice, Triticale, Barley, Buckwheat, Sesame Seeds),  Almond Flour, Nonfat Milk.","Contains Wheat, Peanut, Soy, Almond And Milk Ingredients May Contain Other Tree Nuts.",/image/pim/mobile/554_NutritionLabel.jpg,/image/pim/desktop/554_PackShot.png
Kashi,Kashi,snack bars,"Kashi&#174; Soft n&#39; Chewy Bars, Banana Chocolate Chip",1 Bar,130,3 g,110 mg,4 g,10 g,3 g,9 g,"Apple Puree Concentrate, Kashi Seven Whole Grain Flour (Whole: Oats, Hard Red Wheat, Rye, Brown Rice, Triticale, Barley, Buckwheat), Evaporated Cane Juice Invert Syrup, Dried Pumpkin, Rice Flour, Gum Arabic, Banana Puree, Vegetable Glycerin, Whole Grain Rolled Oats, Semi-Sweet Chocolate (Evaporated Cane Juice, Chocolate Liquor, Cocoa Butter, Soy Lecithin, Vanilla, Milk), Cracked Grain Flour (Rye Flakes, Wheat Bran, Stone Ground Whole Wheat Flour, Whole Oats, Barley Flakes, Yellow Corn Meal, Millet, Brown Rice Flour), Expeller Pressed Canola Oil, Brown Rice Syrup, Whole Wheat Flour, Banana Powder, Soy Protein Isolate, Evaporated Cane Juice, Leavening (Sodium Bicarbonate, Potassium Bicarbonate, Sodium Acid Pyrophosphate), Rice Starch, Salt, Natural Flavors, Soy Lecithin, Walnuts, Peanuts, Almond Flour, Egg.","Contains Wheat, Milk, Soy, Walnut, Peanut, Almond And Egg Ingredients May Contain Other Tree Nuts.",/image/pim/mobile/573_NutritionLabel.jpg,/image/pim/desktop/573_PackShot.png
Kashi,Kashi,snack bars,"Kashi&#174; Soft n&#39; Chewy Bars, Berry Muffin",1 Bar,130,3 g,140 mg,4 g,10 g,3 g,11 g,"Apple Puree Concentrate,  Kashi Seven Whole Grain Flour (Whole: Oats, Hard Red Wheat, Rye, Brown Rice, Triticale, Barley, Buckwheat), Evaporated Cane Juice Invert Syrup, Dried Pumpkin, Vegetable Glycerin, Expeller Pressed Canola Oil, Acacia Gum,  Cracked Grain Flour (Rye Flakes, Wheat Bran, Stone Ground Whole Wheat Flour, Whole Oats, Barley Flakes, Yellow Corn Meal, Millet, Brown Rice Flour), Cranberries, Whole Grain Rolled Oats, Whole Wheat Flour, Brown Rice Syrup, Evaporated Cane Juice Syrup, Rice Flour, Soy Protein Isolate, Dried Strawberries, Natural Flavors, Evaporated Cane Juice, Leavening (Sodium Bicarbonate, Potassium Bicarbonate, Sodium Acid Pyrophosphate), Rice Starch, Evaporated Salt, Soy Lecithin, Peanuts, Eggs, Nonfat Milk, Almonds,  Walnuts.","Contains Wheat, Soy, Peanut, Egg, Milk, Almond And Walnut Ingredients May Contain Other Tree Nuts.",/image/pim/mobile/581_NutritionLabel.jpg,/image/pim/desktop/581_PackShot.png
Kashi,Kashi,snack bars,"Kashi&#174; Soft n&#39; Chewy Bars, Apple Cobbler",1 Bar,130,3 g,135 mg,4 g,10 g,3 g,11 g,"Apple Puree Concentrate,  Kashi Seven Whole Grain Flour (Whole: Oats, Hard Red Wheat, Rye, Brown Rice, Triticale, Barley, Buckwheat), Evaporated Cane Juice Invert Syrup, Dried Pumpkin, Apples, Acacia Gum, Vegetable Glycerin, Expeller Pressed Canola Oil,  Cracked Grain Flour (Rye Flakes, Wheat Bran, Stone Ground Whole Wheat Flour, Whole Oats, Barley Flakes, Yellow Corn Meal, Millet, Brown Rice Flour), Whole Grain Rolled Oats, Whole Wheat Flour, Brown Rice Syrup, Rice Flour, Soy Protein Isolate, Evaporated Cane Juice, Leavening (Sodium Bicarbonate, Potassium Bicarbonate, Sodium Acid Pyrophosphate), Rice Starch, Evaporated Salt, Natural  Flavor , Soy Lecithin, Spices, Cinnamon, Peanuts, Eggs, Nonfat Milk, Almonds, Walnuts.","Contains Wheat, Soy, Peanut, Egg, Milk, Almond And Walnut Ingredients May Contain Other Tree Nuts.",/image/pim/mobile/582_NutritionLabel.jpg,/image/pim/desktop/582_PackShot.png
Kashi,Kashi,snack bars,"Kashi&#174; Chewy Granola Bars, Berry Lemonade with Chia",1 Bar,130,1.5 g,100 mg,4 g,7 g,6 g,12 g,"Our Tasty Ingredients: Rolled Whole Grain Blend (Hard Red Wheat, Oats, Rye, Triticale, Barley), Brown Rice Syrup, Soy Protein Isolate, Cranberries, Dried Cane Syrup, Defatted Soy Grits, Invert Cane Syrup, Chicory Root Fiber, Chia Seeds, Degermed Yellow Corn Flour, Rice Starch, Vegetable Glycerin, Expeller Pressed Canola Oil, Honey, Oat Fiber, Salt, Lemon Powder, Natural Flavors, Kashi Seven Whole Grains & Sesame Flour (Whole: Oats, Hard Red Wheat, Rye, Brown Rice, Triticale, Barley, Buckwheat, Sesame Seed), Soy Lecithin, Nonfat Milk, Almond Flour, Peanut Flour, Mixed Tocopherols For Freshness.","Contains Wheat, Soy, Milk, Almond And Peanut Ingredients. May Contain Other Tree Nuts.",/image/pim/mobile/1087_NutritionLabel.jpg,/image/pim/desktop/1087_PackShot.png
Kashi,Kashi,snack bars,"Kashi&#174; Chewy Granola Bars, Chocolate Almond &amp; Sea Salt with Chia",1 Bar,140,4 g,120 mg,4 g,7 g,6 g,11 g,"Our Tasty Ingredients:  Rolled Whole Grain Blend (Hard Red Wheat, Oats, Rye, Triticale, Barley), Brown Rice Syrup, Roasted Almonds, Soy Protein Isolate, Semisweet Chocolate Chunks (Organic Cane Syrup, Chocolate Liquor, Cocoa Butter, Soy Lecithin, Ground Vanilla Beans), Invert Cane Syrup, Defatted Soy Grits, Dried Cane Syrup, Chocolate Liquor, Chicory Root Fiber, Chia Seeds, Degermed Yellow Corn Flour, Honey, Expeller Pressed Canola And Safflower Oil, Rice Starch, Cocoa, Vegetable Glycerin, Sea Salt, Oat Fiber, Nonfat Milk, Kashi Seven Whole Grains & Sesame Flour (Whole: Oats, Hard Red Wheat, Rye, Brown Rice, Triticale, Barley, Buckwheat, Sesame Seed), Natural Flavors, Soy Lecithin, Peanut Flour, Mixed Tocopherols For Freshness.","Contains Wheat, Almond, Soy, Milk And Peanut Ingredients. May Contain Other Tree Nuts.",/image/pim/mobile/1088_NutritionLabel.jpg,/image/pim/desktop/1088_PackShot.png
Kashi,Kashi,snack bars,"Kashi Crunchy Granola &amp; Seed Bars, Chocolate Chip Chia",2 Bars,,7 g,100 mg,3 g,9 g,3 g,23 g,"Whole Grain Oats, Whole Grain Blend (Whole: Barley, Buckwheat, Hard Red Wheat, Rye, Triticale And Quinoa), Dried Cane Syrup, Semisweet Chocolate Chips (Dried Cane Syrup, Chocolate Liquor, Cocoa Butter, Soy Lecithin, Vanilla Bean), Expeller Pressed Canola Oil, Invert Cane Syrup, Unmodified Cornstarch, Chia Seeds, Brown Rice Flour, Coconut, Whole Oat Flour, Evaporated Salt, Molasses, Vanilla Extract, Sodium Bicarbonate, Soy Lecithin, Spice Extractives.","Contains Wheat, Coconut And Soy Ingredients.",/image/pim/mobile/2087_NutritionLabel.jpg,/image/pim/desktop/2087_PackShot.png
Kashi,Kashi,snack bars,"Kashi Crunchy Granola &amp; Seed Bars, Honey Oat Flax",2 Bars,,6 g,100 mg,3 g,9 g,4 g,25 g,"Whole Grain Oats, Dried Cane Syrup, Whole Grain Blend (Whole: Barley, Buckwheat, Hard Red Wheat, Rye, Triticale And Quinoa), Expeller Pressed Canola Oil, Honey, Unmodified Cornstarch, Brown Rice Flour, Whole Flax Seeds, Coconut, Whole Oat Flour, Evaporated Salt, Molasses, Sodium Bicarbonate, Soy Lecithin, Vanilla Extract, Spice Extractives.","Contains Wheat, Coconut And Soy Ingredients",/image/pim/mobile/2088_NutritionLabel.jpg,/image/pim/desktop/2088_PackShot.png
Kashi,Kashi,cookies,"Kashi&#174; Cookies, Oatmeal Dark Chocolate",1 Cookie,130,5 g,65 mg,4 g,8 g,2 g,12 g,"Whole Grain Oats, Semisweet Chocolate Chips (Organic Cane Syrup, Chocolate Liquor, Cocoa Butter, Soy Lecithin, Ground Vanilla Beans), Rolled Whole Grain Blend (Hard Red Wheat, Oats, Rye, Triticale, Barley), Expeller Pressed Canola Oil, Kashi Seven Whole Grain Flour (Whole: Oats, Hard Red Wheat, Rye, Brown Rice, Triticale, Barley, Buckwheat), Honey, Dried Cane Syrup, Brown Rice Syrup, Chicory Root Fiber, Oat Fiber, Vegetable Glycerin, Sodium Bicarbonate, Natural Flavors, Soy Lecithin, Evaporated Salt, Mixed Tocopherols For Freshness, Monocalcium Phosphate, Nonfat Milk, Almonds, Eggs, Walnuts, Peanut Flour.","Contains Wheat, Soy, Milk, Almond, Egg, Walnut And Peanut Ingredients.&lt;BR&gt; May Contain Other Tree Nuts.",/image/pim/mobile/433_NutritionLabel.jpg,/image/pim/desktop/433_PackShot.png
Kashi,Kashi,cookies,"Kashi&#174; Cookies, Happy Trail Mix",1 Cookie,140,5 g,75 mg,4 g,8 g,2 g,12 g,"Whole Grain Oats,  Kashi Seven Whole Grain Flour (Whole: Oats, Hard Red Wheat, Rye, Brown Rice, Triticale, Barley, Buckwheat), Rolled Whole Grain Blend (Hard Red Wheat, Oats, Rye, Barley, Triticale ), Dried Cane Syrup, Expeller Pressed Canola Oil, Honey, Brown Rice Syrup, Raisins, Oat Fiber, Chicory Root Fiber, Cranberries, Peanuts, Sunflower Seeds, Cane Syrup, Vegetable Glycerin, Natural Flavors, Baking Soda, Soy Lecithin, Cinnamon, Salt, Mixed Tocopherols For Freshness, Monocalcium Phosphate, Almonds, Eggs, Walnuts, Nonfat Milk.","Contains Wheat, Peanut, Soy, Almond, Egg, Walnut And Milk Ingredients.&lt;BR&gt;May Contain Other Tree Nuts.",/image/pim/mobile/434_NutritionLabel.jpg,/image/pim/desktop/434_PackShot.png
Kashi,Kashi,cookies,"Kashi&#174; Cookies, Oatmeal Raisin Flax",1 Cookie,120,4.5 g,70 mg,4 g,7 g,2 g,12 g,"Whole Grain Oats, Kashi Seven Whole Grain Flour (Whole: Oats, Hard Red Wheat, Rye, Brown Rice, Triticale, Barley, Buckwheat), Raisins, Rolled Whole Grain Blend (Hard Red Wheat, Oats, Rye, Triticale, Barley), Expeller Pressed Canola Oil, Honey, Dried Cane Syrup, Brown Rice Syrup, Chicory Root Fiber, Whole Flax Seeds, Walnuts, Oat Fiber, Vegetable Glycerin, Natural Flavors, Sodium Bicarbonate, Soy Lecithin, Cinnamon, Evaporated Salt, Mixed Tocopherols For Freshness, Monocalcium Phosphate, Almonds, Eggs, Peanut Flour, Nonfat Milk.","Contains Wheat, Walnuts, Soy, Almond, Egg, Peanut And Milk Ingredients.&lt;BR&gt; May Contain Other Tree Nuts.",/image/pim/mobile/435_NutritionLabel.jpg,/image/pim/desktop/435_PackShot.png
Kashi,Kashi,cookies,"Kashi&#174; Cookies, Chocolate Almond Butter",1 Cookie,130,5 g,80 mg,4 g,7 g,3 g,10 g,"Whole Grain Oats, Rolled Whole Grain Blend (Hard Red Wheat, Oats, Rye, Barley, Triticale), Kashi Seven Whole Grain Flour (Whole: Oats, Hard Red Wheat, Rye, Brown Rice, Triticale, Barley, Buckwheat), Dried Cane Syrup, Semi Sweet Chocolate (Organic Cane Syrup, Chocolate Liquor, Cocoa Butter, Soy Lecithin, Ground Vanilla Beans), Honey, Brown Rice Syrup, Almonds, Expeller Pressed Canola Oil, Chocolate Liquor, Cocoa, Almond Butter (Almonds), Chicory Root Fiber, Oat Fiber, Vegetable Glycerin, Sodium Bicarbonate, Natural Flavor, Soy Lecithin, Evaporated Salt, Mixed Tocopherols For Freshness, Monocalcium Phosphate, Peanut Flour, Walnuts, Eggs, Nonfat Milk.","Contains Wheat, Soy, Almond, Peanut, Walnut, Egg And Milk Ingredients.   &lt;BR&gt;May Contain Other Tree Nuts.",/image/pim/mobile/574_NutritionLabel.jpg,/image/pim/desktop/574_PackShot.png
Kashi,Kashi,crackers,"Kashi&#174; Snack Crackers, Original 7 Grain",15 Crackers,120,3.5 g,160 mg,3 g,4 g,4 g,17 g,"Kashi Seven Whole Grains & Sesame Flour (Whole: Oats, Hard Red Wheat, Rye, Brown Rice, Triticale, Barley, Buckwheat, Sesame Seeds), Stone Ground Whole Wheat Flour, Defatted Wheat Germ, Evaporated Cane Juice Crystals, Cracked Grain Flour (Rye Flakes, Wheat Bran, Stone Ground Whole Wheat Flour, Whole Oats, Barley Flakes, Yellow Corn Meal, Millet, Brown Rice Flour), Expeller Pressed Canola Oil, Whole Grain Wheat, Wheat Flour, Toasted Sesame Seeds, Whey, Honey, Leavening (Potassium Bicarbonate, Sodium Acid Pyrophosphate, Monocalcium Phosphate), Wheat Gluten, Malt Extract, Sea Salt, Horseradish Powder, Onion Powder, Mixed Tocopherols For Freshness.","Contains Wheat And Milk Ingredients.",/image/pim/mobile/458_NutritionLabel.jpg,/image/pim/desktop/458_PackShot.png
Kashi,Kashi,crackers,"Kashi&#174; Snack Crackers, Country Cheddar",18 Crackers,130,4.5 g,220 mg,,1 g,3 g,0.5 g,"Unbleached Wheat Flour, Expeller Pressed Canola Oil, Cheddar  Cheese Powder ([Pasteurized Milk, Cheese Cultures, Salt, Enzymes], Whey, Salt, Natural Flavors, Disodium Phosphate),  Natural Flavor, Kashi Seven Whole Grains & Sesame Flour  (Whole: Oats, Hard Red Wheat, Rye, Brown Rice, Triticale, Barley, Buckwheat, Sesame Seeds), Autolyzed Yeast Extract, Leavenings (Yeast, Potassium Bicarbonate), Salt, Whey, Potassium Chloride, Cheddar  Cheese (Milk, Salt, Cultures, Enzymes), Buttermilk, Cheddar  Cheese Flavor (Autolyzed Yeast, Dehydrated Cheese [Cultured Pasteurized Milk, Salt, Enzymes], Salt, Soy Lecithin), Citric Acid, Nonfat Dry Milk, Annatto Color, Butter (Cream, Salt) , Horseradish Powder, Lactic Acid, Garlic Powder, Spice, Disodium Phosphate, Bromelain, Annatto Extract For Color","Contains Wheat, Milk And Soy Ingredients.",/image/pim/mobile/461_NutritionLabel.jpg,/image/pim/desktop/461_PackShot.png
Kashi,Kashi,crackers,"Kashi&#174; Snack Crackers, Fire Roasted Vegetable",15 Crackers,120,3.5 g,200 mg,3 g,2 g,4 g,19 g,"Kashi Seven Whole Grains & Sesame Flour (Whole: Oats, Hard Red Wheat, Rye, Brown Rice, Triticale, Barley, Buckwheat, Sesame Seeds), Wheat Flour, Cracked Grain Flour (Rye Flakes, Wheat Bran, Stone Ground Whole Wheat Flour, Whole Oats, Barley Flakes, Yellow Corn Meal, Millet, Brown Rice Flour), Stone Ground Whole Wheat Flour, Expeller Pressed Canola Oil, Whole Grain Wheat, Roasted Vegetable Blend (Bell Pepper, Tomato, Onion, Carrot, Natural Flavor), Evaporated Cane Juice Crystals, Leavening (Potassium Bicarbonate, Sodium Acid Pyrophosphate, Monocalcium Phosphate), Toasted Sesame Seeds, Malt Extract, Sea Salt, Wheat Gluten, Tomato Powder, Garlic Powder, Onion Powder, Black Pepper, Mixed Tocopherols For Freshness, Whey.","Contains Wheat And Milk Ingredients.",/image/pim/mobile/462_NutritionLabel.jpg,/image/pim/desktop/462_PackShot.png
Kashi,Kashi,crackers,"Kashi&#174; Pita Crisps, Original 7 Grain with Sea Salt",11 Crisps,120,3 g,180 mg,5 g,2 g,3 g,10 g,"Wheat Flour, Kashi Seven Whole Grains & Sesame Flour (Whole: Oats, Hard Red Wheat, Rye, Brown Rice, Triticale, Barley, Buckwheat, Sesame Seeds), Expeller Pressed Canola Oil, Cracked Grain Flour (Rye Flakes, Wheat Bran, Stone Ground Whole Wheat Flour, Whole Oats, Barley Flakes, Yellow Corn Meal, Millet, Brown Rice Flour), Oat Fiber, Chicory Root Fiber, Evaporated Cane Juice Crystals, Sea Salt, Dried Yeast, Garlic Powder, Onion Powder, Mixed Tocopherols For Freshness, Nonfat Milk, Soy Lecithin.","Contains Wheat, Milk, And Soy Ingredients.",/image/pim/mobile/551_NutritionLabel.jpg,/image/pim/desktop/551_PackShot.png
Kashi,Kashi,crackers,"Kashi&#174; Pita Crisps, Garlic Pesto",11 Crisps,120,3 g,180 mg,5 g,2 g,3 g,10 g,"Wheat Flour, Kashi Seven Whole Grains & Sesame Flour (Whole: Oats, Hard Red Wheat, Rye, Brown Rice, Triticale, Barley, Buckwheat, Sesame Seed), Expeller Pressed Canola Oil, Cracked Grain Flour (Rye Flakes, Wheat Bran, Stone Ground Whole Wheat Flour, Whole Oats, Barley Flakes, Yellow Corn Meal, Millet, Brown Rice Flour), Chicory Root Fiber, Oat Fiber, Evaporated Cane Juice Crystals, Sea Salt, Palm Oil, Garlic Powder, Dried Yeast, Parsley, Onion Powder, Buttermilk Powder, Lactose, Basil, Cane Juice, Spices, Mixed Tocopherols For Freshness, Sodium Caseinate, Natural Flavor, Citric Acid, Dipotassium Phosphate, Extra Virgin Olive Oil, Soy Lecithin.","Contains Wheat, Milk, And Soy Ingredients.",/image/pim/mobile/587_NutritionLabel.jpg,/image/pim/desktop/587_PackShot.png
Kashi,Kashi,crisps,"Kashi&#174; Hummus Crisps, Caramelized Onion",27 Crisps,120,3.5 g,190 mg,4 g,1 g,3 g,5 g,"Chickpeas, Tapioca Starch, Kashi Cracked Seven Whole Grain Blend (Whole: Rolled Oats, Hard Red Wheat, Rye, Brown Rice, Triticale, Barley, Buckwheat), Long Grain Brown Rice Flour, Expeller Pressed Canola Oil With Mixed Tocopherols For Freshness, Cornstarch, Organic Dried Cane Syrup, Oat Fiber, Onion Powder, Buttermilk Powder, Sea Salt, Citric Acid, Garlic Powder, Soy Lecithin, Spice, Evaporated Salt, Molasses, Soy Flour, Extra Virgin Olive Oil, Natural Flavor.","Contains Wheat, Milk And Soy Ingredients.",/image/pim/mobile/1090_NutritionLabel.jpg,/image/pim/desktop/1090_PackShot.png
Kashi,Kashi,crisps,"Kashi&#174; Hummus Crisps, Sundried Tomato, Basil &amp; Feta",27 Crisps,120,3.5 g,190 mg,4 g,,4 g,6 g,"Chickpeas, Tapioca Starch, Kashi Cracked Seven Whole Grain Blend (Whole: Rolled Oats, Hard Red Wheat, Rye, Brown Rice, Triticale, Barley, Buckwheat), Long Grain Brown Rice Flour, Expeller Pressed Canola Oil With Mixed Tocopherols For Freshness, Cornstarch, Whey, Oat Fiber, Evaporated Salt, Garlic Powder, Sundried Tomato Powder, Feta Cheese (Milk, Cheese Cultures, Salt, Enzymes), Natural Flavors, Onion Powder, Soy Lecithin, Basil, Spices, Soy Flour.","Contains Wheat, Milk And Soy Ingredients.",/image/pim/mobile/1091_NutritionLabel.jpg,/image/pim/desktop/1091_PackShot.png
Kashi,Kashi,crisps,"Kashi&#174; Hummus Crisps, Sea Salt and Olive Oil",27 Crisps,120,3.5 g,180 mg,4 g,,3 g,6 g,"Chickpeas, Tapioca Starch, Kashi Cracked Seven Whole Grain Blend (Whole: Rolled Oats, Hard Red Wheat, Rye, Brown Rice, Triticale, Barley, Buckwheat), Long Grain Brown Rice Flour, Expeller Pressed Canola Oil With Tocopherols For Freshness, Cornstarch, Oat Fiber, Organic Brown Rice Flour, Sea Salt, Organic Dried Cane Syrup, Dried Onion, Organic Rice Concentrate, Soy Lecithin, Citric Acid, Organic Extra Virgin Olive Oil, Organic Dried Parsley, Evaporated Salt, Natural Flavors, Organic Spice, Soy Flour, Organic Nonfat Dry Milk.","Contains Wheat, Soy And Milk Ingredients",/image/pim/mobile/1092_NutritionLabel.jpg,/image/pim/desktop/1092_PackShot.png
Kashi,Kashi,crisps,"Kashi Crisps Black Bean Chili Lime",27 Crisps,,3.5 g,200 mg,4 g,,4 g,7 g,"Black Beans, Kashi Seven Whole Grain Blend (Whole: Rolled Oats, Hard Red Wheat, Rye, Brown Rice, Triticale, Barley, Buckwheat), Brown Rice Flour, Expeller Pressed Canola Oil With Mixed Tocopherols For Freshness, Corn Starch, Chili Pepper, Oat Fiber, Sea Salt, Maltodextrin, Calcium Chloride, Citric Acid, Paprika For Color, Garlic Powder, Onion Powder, Yeast Extract, Dried Cane Syrup, Salt, Tapioca Starch, Soy Lecithin, Soy Flour, Buttermilk Powder, Spice, Natural Flavor.",,/image/pim/mobile/2085_NutritionLabel.jpg,/image/pim/desktop/2085_PackShot.png
Kashi,Kashi,crisps,"Kashi Crisps Black Bean Southwest Barbecue",27 Crisps,,3.5 g,160 mg,4 g,1 g,4 g,7 g,"Black Beans, Kashi Seven Whole Grain Blend (Whole: Rolled Oats, Hard Red Wheat, Rye, Brown Rice, Triticale, Barley, Buckwheat), Brown Rice Flour, Expeller Pressed Canola Oil With Mixed Tochopherols For Freshness, Corn Starch, Dried Cane Syrup, Oat Fiber, Salt, Maltodextrin, Calcium Chloride, Spices, Citric Acid, Tomato Powder, Onion Powder, Yeast Extract, Molasses, Cumin, Tapioca Starch, Soy Lecithin, Soy Flour, Natural Flavor, Garlic Powder, Buttermilk Powder.","Contains Wheat, Soy And Milk Ingredients.",/image/pim/mobile/2086_NutritionLabel.jpg,/image/pim/desktop/2086_PackShot.png
Kashi,Kashi,entrees,"Kashi&#174; Frozen Entr&#233;es, Chicken Pasta Pomodoro",1 Entr&#233;e,280,6 g,470 mg,6 g,5 g,19 g,40 g,"Cooked Multigrain Penne Pasta (Water, Whole Wheat Durum, Oats, Wheat, Rye, Brown Rice, Triticale [Hybrid Of Wheat And Rye], Dehulled Barley, Buckwheat), Tomatoes (Tomatoes, Tomato Juice, Citric Acid, Calcium Chloride), Cooked Chicken (Chicken Breast Meat With Rib Meat, Water, Rice Starch, Sea Salt, Dehydrated Garlic, Dehydrated Onion, Evaporated Cane Juice, Natural Flavor [From Sunflower Oil]), Vegetable Medley (Red Bell Peppers, Green Bell Peppers, Onions, Green Zucchini, Yellow Zucchini, Grilled Mushrooms), Water, Parmesan Cheese (Pasteurized Part-Skim Milk, Cheese Cultures, Salt, Enzymes), Garlic (Garlic, Water), Chablis (White Wine), Rice Starch, Olive Oil, Basil, Natural* Chicken Base (Chicken Broth, Salt, Chicken Fat, Onion Powder, Spices), Salt, Soy Flour, Egg White.","Contains Wheat, Milk, Soy And Egg Ingredients.",/image/pim/mobile/449_NutritionLabel.jpg,/image/pim/desktop/449_PackShot.png
Kashi,Kashi,entrees,"Kashi&#174; Frozen Entr&#233;es, Southwest Style Chicken",1 Entr&#233;e,310,5 g,680 mg,6 g,3 g,16 g,42 g,"Cooked Kashi Pilaf (Water, Whole: Oats, Brown Rice, Rye, Hard Red Wheat, Triticale [Hybrid Of Wheat And Rye], Buckwheat, Dehulled Barley, Sesame Seeds), Cooked Chicken (Chicken Breast Meat With Rib Meat, Water, Rice Starch, Sea Salt, Lime Juice, Evaporated Cane Juice, Cumin), Water, Cooked Black Beans (Black Beans, Water), Tomatoes (Ground Tomatoes, Tomato Puree, Salt), Roasted Red Onions, Roasted Corn, Green Bell Peppers, Red Bell Peppers, Rice Starch, Green Chiles (Green Chile Peppers, Water, Salt, Citric Acid, Calcium Chloride), Canola Oil, Onions, Garlic (Garlic, Water), Cilantro, Natural* Chicken Base (Chicken Broth, Salt, Chicken Fat, Onion Powder, Spices), Garlic Powder, Spices, Salt, Cocoa Treated With Alkali, Lime Juice Concentrate, Ground Chipotle Chilies, Soy Flour, Whole Milk Powder.","Contains Wheat, Soy And Milk Ingredients",/image/pim/mobile/452_NutritionLabel.jpg,/image/pim/desktop/452_PackShot.png
